scriptid,category,file,hits
custitem_la_dimensional_weight,la_field,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_dimensional_weight,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_dimensional_weight,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_dimensional_weight,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_dimensional_weight,la_field,objects:itemcustomfield/custitem_la_dimensional_weight.xml,1
custitem_la_dimmable,keep20,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_dimmable,keep20,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_dimmable,keep20,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_dimmable,keep20,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_dimmable,keep20,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_dimmable,keep20,objects:itemcustomfield/custitem_la_dimmable.xml,1
custitem_la_drop_ship,retire_resolved,filecabinet:SuiteScripts/LightsAmericaIntegration/copy_item_ue_null_la_fields.js,1
custitem_la_drop_ship,retire_resolved,filecabinet:SuiteScripts/pr_la_item_update.js,1
custitem_la_drop_ship,retire_resolved,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_drop_ship,retire_resolved,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_drop_ship,retire_resolved,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_drop_ship,retire_resolved,objects:itemcustomfield/custitem_la_drop_ship.xml,1
custitem_la_effective_date,la_field,objects:entryform/custform_128_7513000_144.xml,1
custitem_la_effective_date,la_field,objects:entryform/custform_174_7513000_794.xml,1
custitem_la_effective_date,la_field,objects:entryform/custform_217_7513000_136.xml,1
custitem_la_effective_date,la_field,objects:itemcustomfield/custitem_la_effective_date.xml,1
custitem_la_energy_efficient,la_field,objects:entryform/custform_128_7513000_144.xml,1
